src_folder,query,src_dialect,tgt_dialect,level,parse_ok,transpile_ok,footprint_committed,footprint_recomputed,strict_text_roundtrip,exec_equiv_src2dkdb,mismatch_committed
mysql,simple_select,mysql,oracle,basic,True,True,True,True,False,,False
mysql,simple_select,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,auto_increment_table,mysql,postgres,basic,True,True,False,False,False,,False
mysql,auto_increment_table,mysql,mysql,basic,True,True,True,True,False,,False
mysql,auto_increment_table,mysql,tsql,basic,True,True,True,True,False,,False
mysql,auto_increment_table,mysql,oracle,basic,True,True,True,True,False,,False
mysql,auto_increment_table,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,insert_with_now,mysql,postgres,basic,True,True,False,False,False,,False
mysql,insert_with_now,mysql,mysql,basic,True,True,True,True,False,,False
mysql,insert_with_now,mysql,tsql,basic,True,True,True,True,False,,False
mysql,insert_with_now,mysql,oracle,basic,True,True,True,True,False,,False
mysql,insert_with_now,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,basic_update,mysql,postgres,basic,True,True,True,True,False,,False
mysql,basic_update,mysql,mysql,basic,True,True,True,True,False,,False
mysql,basic_update,mysql,tsql,basic,True,True,True,True,False,,False
mysql,basic_update,mysql,oracle,basic,True,True,True,True,False,,False
mysql,basic_update,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,limit_offset,mysql,postgres,basic,True,True,True,True,False,,False
mysql,limit_offset,mysql,mysql,basic,True,True,True,True,False,,False
mysql,limit_offset,mysql,tsql,basic,True,True,False,False,False,,False
mysql,limit_offset,mysql,oracle,basic,True,True,False,False,False,,False
mysql,limit_offset,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,inner_join,mysql,postgres,basic,True,True,True,True,False,,False
mysql,inner_join,mysql,mysql,basic,True,True,True,True,False,,False
mysql,inner_join,mysql,tsql,basic,True,True,True,True,False,,False
mysql,inner_join,mysql,oracle,basic,True,True,True,True,False,,False
mysql,inner_join,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,aggregate_count,mysql,postgres,basic,True,True,True,True,False,,False
mysql,aggregate_count,mysql,mysql,basic,True,True,True,True,False,,False
mysql,aggregate_count,mysql,tsql,basic,True,True,True,True,False,,False
mysql,aggregate_count,mysql,oracle,basic,True,True,True,True,False,,False
mysql,aggregate_count,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,where_in,mysql,postgres,basic,True,True,True,True,False,,False
mysql,where_in,mysql,mysql,basic,True,True,True,True,False,,False
mysql,where_in,mysql,tsql,basic,True,True,True,True,False,,False
mysql,where_in,mysql,oracle,basic,True,True,True,True,False,,False
mysql,where_in,mysql,snowflake,basic,True,True,True,True,False,,False
mysql,json_extract,mysql,postgres,intermediate,True,True,True,True,False,,False
mysql,json_extract,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,json_extract,mysql,tsql,intermediate,True,True,False,False,False,,False
mysql,json_extract,mysql,oracle,intermediate,True,True,True,True,False,,False
mysql,json_extract,mysql,snowflake,intermediate,True,True,False,False,False,,False
mysql,group_concat,mysql,postgres,intermediate,True,True,True,True,False,,False
mysql,group_concat,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,group_concat,mysql,tsql,intermediate,True,True,True,True,False,,False
mysql,group_concat,mysql,oracle,intermediate,True,True,True,True,False,,False
mysql,group_concat,mysql,snowflake,intermediate,True,True,True,True,False,,False
mysql,date_format,mysql,postgres,intermediate,True,True,False,False,False,,False
mysql,date_format,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,date_format,mysql,tsql,intermediate,True,True,False,False,False,,False
mysql,date_format,mysql,oracle,intermediate,True,True,False,False,False,,False
mysql,date_format,mysql,snowflake,intermediate,True,True,False,False,False,,False
mysql,subquery_in_select,mysql,postgres,intermediate,True,True,True,True,False,,False
mysql,subquery_in_select,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,subquery_in_select,mysql,tsql,intermediate,True,True,True,True,False,,False
mysql,subquery_in_select,mysql,oracle,intermediate,True,True,True,True,False,,False
mysql,subquery_in_select,mysql,snowflake,intermediate,True,True,True,True,False,,False
mysql,left_join_with_aggregation,mysql,postgres,intermediate,True,True,True,True,False,,False
mysql,left_join_with_aggregation,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,left_join_with_aggregation,mysql,tsql,intermediate,True,True,True,True,False,,False
mysql,left_join_with_aggregation,mysql,oracle,intermediate,True,True,True,True,False,,False
mysql,left_join_with_aggregation,mysql,snowflake,intermediate,True,True,True,True,False,,False
mysql,case_when,mysql,postgres,intermediate,True,True,True,True,False,,False
mysql,case_when,mysql,mysql,intermediate,True,True,True,True,False,,False
mysql,case_when,mysql,tsql,intermediate,True,True,True,True,False,,False
mysql,case_when,mysql,oracle,intermediate,True,True,True,True,False,,False
mysql,case_when,mysql,snowflake,intermediate,True,True,True,True,False,,False
mysql,window_function_row_number,mysql,postgres,advanced,True,True,True,True,False,,False
mysql,window_function_row_number,mysql,mysql,advanced,True,True,True,True,False,,False
mysql,window_function_row_number,mysql,tsql,advanced,True,True,True,True,False,,False
mysql,window_function_row_number,mysql,oracle,advanced,True,True,True,True,False,,False
mysql,window_function_row_number,mysql,snowflake,advanced,True,True,True,True,False,,False
mysql,recursive_cte,mysql,postgres,advanced,True,True,True,True,False,,False
mysql,recursive_cte,mysql,mysql,advanced,True,True,True,True,False,,False
mysql,recursive_cte,mysql,tsql,advanced,True,True,True,True,False,,False
mysql,recursive_cte,mysql,oracle,advanced,True,True,True,True,False,,False
mysql,recursive_cte,mysql,snowflake,advanced,True,True,True,True,False,,False
mysql,complex_join_aggregation,mysql,postgres,advanced,True,True,False,False,False,,False
mysql,complex_join_aggregation,mysql,mysql,advanced,True,True,True,True,False,,False
mysql,complex_join_aggregation,mysql,tsql,advanced,True,True,True,True,False,,False
mysql,complex_join_aggregation,mysql,oracle,advanced,True,True,True,True,False,,False
mysql,complex_join_aggregation,mysql,snowflake,advanced,True,True,False,False,False,,False
mysql,fulltext_search,mysql,postgres,dialect_specific,True,True,True,True,False,,False
mysql,fulltext_search,mysql,mysql,dialect_specific,True,True,True,True,False,,False
mysql,fulltext_search,mysql,tsql,dialect_specific,True,True,True,True,False,,False
mysql,fulltext_search,mysql,oracle,dialect_specific,True,True,True,True,False,,False
mysql,fulltext_search,mysql,snowflake,dialect_specific,True,True,True,True,False,,False
mysql,on_duplicate_key,mysql,postgres,dialect_specific,True,True,True,True,False,,False
mysql,on_duplicate_key,mysql,mysql,dialect_specific,True,True,True,True,False,,False
mysql,on_duplicate_key,mysql,tsql,dialect_specific,True,True,True,True,False,,False
mysql,on_duplicate_key,mysql,oracle,dialect_specific,True,True,True,True,False,,False
mysql,on_duplicate_key,mysql,snowflake,dialect_specific,True,True,True,True,False,,False
mysql,insert_ignore,mysql,postgres,dialect_specific,True,True,False,False,,,False
mysql,insert_ignore,mysql,mysql,dialect_specific,True,True,True,True,False,,False
mysql,insert_ignore,mysql,tsql,dialect_specific,True,True,False,False,,,False
mysql,insert_ignore,mysql,oracle,dialect_specific,True,True,False,False,,,False
mysql,insert_ignore,mysql,snowflake,dialect_specific,True,True,False,False,,,False
sqlserver,top_select,tsql,postgres,basic,True,True,True,True,False,,False
sqlserver,top_select,tsql,mysql,basic,True,True,True,True,False,,False
sqlserver,top_select,tsql,tsql,basic,True,True,True,True,False,,False
sqlserver,top_select,tsql,oracle,basic,True,True,False,False,False,,False
sqlserver,top_select,tsql,snowflake,basic,True,True,True,True,False,,False
sqlserver,identity_column,tsql,postgres,basic,True,True,True,True,False,,False
sqlserver,identity_column,tsql,mysql,basic,True,True,True,True,False,,False
sqlserver,identity_column,tsql,tsql,basic,True,True,True,True,False,,False
sqlserver,identity_column,tsql,oracle,basic,True,True,True,True,False,,False
sqlserver,identity_column,tsql,snowflake,basic,True,True,True,True,False,,False
sqlserver,top_with_offset,tsql,postgres,intermediate,True,True,True,True,False,,False
sqlserver,top_with_offset,tsql,mysql,intermediate,True,True,False,False,False,,False
sqlserver,top_with_offset,tsql,tsql,intermediate,True,True,True,True,False,,False
sqlserver,top_with_offset,tsql,oracle,intermediate,True,True,True,True,False,,False
sqlserver,top_with_offset,tsql,snowflake,intermediate,True,True,True,True,False,,False
sqlserver,try_convert,tsql,postgres,intermediate,True,True,False,False,False,,False
sqlserver,try_convert,tsql,mysql,intermediate,True,True,False,False,False,,False
sqlserver,try_convert,tsql,tsql,intermediate,True,True,True,True,False,,False
sqlserver,try_convert,tsql,oracle,intermediate,True,True,False,False,False,,False
sqlserver,try_convert,tsql,snowflake,intermediate,True,True,False,False,False,,False
sqlserver,string_split,tsql,postgres,intermediate,True,True,True,True,False,,False
sqlserver,string_split,tsql,mysql,intermediate,True,True,True,True,False,,False
sqlserver,string_split,tsql,tsql,intermediate,True,True,True,True,False,,False
sqlserver,string_split,tsql,oracle,intermediate,True,True,True,True,False,,False
sqlserver,string_split,tsql,snowflake,intermediate,True,True,True,True,False,,False
sqlserver,format_function,tsql,postgres,intermediate,True,True,True,True,False,,False
sqlserver,format_function,tsql,mysql,intermediate,True,True,False,False,False,,False
sqlserver,format_function,tsql,tsql,intermediate,True,True,True,True,False,,False
sqlserver,format_function,tsql,oracle,intermediate,True,True,False,False,False,,False
sqlserver,format_function,tsql,snowflake,intermediate,True,True,False,False,False,,False
sqlserver,iif_function,tsql,postgres,intermediate,True,True,False,False,False,,False
sqlserver,iif_function,tsql,mysql,intermediate,True,True,False,False,False,,False
sqlserver,iif_function,tsql,tsql,intermediate,True,True,True,True,False,,False
sqlserver,iif_function,tsql,oracle,intermediate,True,True,False,False,False,,False
sqlserver,iif_function,tsql,snowflake,intermediate,True,True,True,True,False,,False
sqlserver,cte_with_ranking,tsql,postgres,advanced,True,True,True,True,False,,False
sqlserver,cte_with_ranking,tsql,mysql,advanced,True,True,True,True,False,,False
sqlserver,cte_with_ranking,tsql,tsql,advanced,True,True,True,True,False,,False
sqlserver,cte_with_ranking,tsql,oracle,advanced,True,True,True,True,False,,False
sqlserver,cte_with_ranking,tsql,snowflake,advanced,True,True,True,True,False,,False
sqlserver,pivot_table,tsql,postgres,advanced,True,True,False,False,False,,False
sqlserver,pivot_table,tsql,mysql,advanced,True,True,False,False,False,,False
sqlserver,pivot_table,tsql,tsql,advanced,True,True,True,True,False,,False
sqlserver,pivot_table,tsql,oracle,advanced,True,True,True,True,False,,False
sqlserver,pivot_table,tsql,snowflake,advanced,True,True,True,True,False,,False
sqlserver,merge_statement,tsql,postgres,advanced,True,True,False,False,False,,False
sqlserver,merge_statement,tsql,mysql,advanced,True,True,True,True,False,,False
sqlserver,merge_statement,tsql,tsql,advanced,True,True,True,True,False,,False
sqlserver,merge_statement,tsql,oracle,advanced,True,True,True,True,False,,False
sqlserver,merge_statement,tsql,snowflake,advanced,True,True,True,True,False,,False
sqlserver,xml_operations,tsql,postgres,dialect_specific,True,True,True,True,False,,False
sqlserver,xml_operations,tsql,mysql,dialect_specific,True,True,True,True,False,,False
sqlserver,xml_operations,tsql,tsql,dialect_specific,True,True,True,True,False,,False
sqlserver,xml_operations,tsql,oracle,dialect_specific,True,True,True,True,False,,False
sqlserver,xml_operations,tsql,snowflake,dialect_specific,True,True,True,True,False,,False
sqlserver,json_operations,tsql,postgres,dialect_specific,True,True,True,True,False,,False
sqlserver,json_operations,tsql,mysql,dialect_specific,True,True,True,True,False,,False
sqlserver,json_operations,tsql,tsql,dialect_specific,True,True,False,False,False,,False
sqlserver,json_operations,tsql,oracle,dialect_specific,True,True,True,True,False,,False
sqlserver,json_operations,tsql,snowflake,dialect_specific,True,True,True,True,False,,False
sqlserver,temporal_table,tsql,postgres,dialect_specific,True,True,True,True,False,,False
sqlserver,temporal_table,tsql,mysql,dialect_specific,True,True,True,True,False,,False
sqlserver,temporal_table,tsql,tsql,dialect_specific,True,True,True,True,False,,False
sqlserver,temporal_table,tsql,oracle,dialect_specific,True,True,True,True,False,,False
sqlserver,temporal_table,tsql,snowflake,dialect_specific,True,True,True,True,False,,False
oracle,rownum_limit,oracle,postgres,basic,True,True,True,True,False,,False
oracle,rownum_limit,oracle,mysql,basic,True,True,False,False,False,,False
oracle,rownum_limit,oracle,tsql,basic,True,True,False,False,False,,False
oracle,rownum_limit,oracle,oracle,basic,True,True,True,True,False,,False
oracle,rownum_limit,oracle,snowflake,basic,True,True,True,True,False,,False
oracle,sequence_nextval,oracle,postgres,basic,True,True,True,True,False,,False
oracle,sequence_nextval,oracle,mysql,basic,True,True,True,True,False,,False
oracle,sequence_nextval,oracle,tsql,basic,True,True,True,True,False,,False
oracle,sequence_nextval,oracle,oracle,basic,True,True,True,True,False,,False
oracle,sequence_nextval,oracle,snowflake,basic,True,True,True,True,False,,False
oracle,sysdate,oracle,postgres,basic,True,True,True,True,False,,False
oracle,sysdate,oracle,mysql,basic,True,True,True,True,False,,False
oracle,sysdate,oracle,tsql,basic,True,True,True,True,False,,False
oracle,sysdate,oracle,oracle,basic,True,True,True,True,False,,False
oracle,sysdate,oracle,snowflake,basic,True,True,True,True,False,,False
oracle,dual_table,oracle,postgres,basic,True,True,True,True,False,,False
oracle,dual_table,oracle,mysql,basic,True,True,True,True,False,,False
oracle,dual_table,oracle,tsql,basic,True,True,True,True,False,,False
oracle,dual_table,oracle,oracle,basic,True,True,True,True,False,,False
oracle,dual_table,oracle,snowflake,basic,True,True,True,True,False,,False
oracle,decode_function,oracle,postgres,intermediate,True,True,False,False,False,,False
oracle,decode_function,oracle,mysql,intermediate,True,True,False,False,False,,False
oracle,decode_function,oracle,tsql,intermediate,True,True,False,False,False,,False
oracle,decode_function,oracle,oracle,intermediate,True,True,True,True,False,,False
oracle,decode_function,oracle,snowflake,intermediate,True,True,True,True,False,,False
oracle,nvl_function,oracle,postgres,intermediate,True,True,True,True,False,,False
oracle,nvl_function,oracle,mysql,intermediate,True,True,True,True,False,,False
oracle,nvl_function,oracle,tsql,intermediate,True,True,True,True,False,,False
oracle,nvl_function,oracle,oracle,intermediate,True,True,True,True,False,,False
oracle,nvl_function,oracle,snowflake,intermediate,True,True,True,True,False,,False
oracle,to_char_date,oracle,postgres,intermediate,True,True,False,False,False,,False
oracle,to_char_date,oracle,mysql,intermediate,True,True,False,False,False,,False
oracle,to_char_date,oracle,tsql,intermediate,True,True,False,False,False,,False
oracle,to_char_date,oracle,oracle,intermediate,True,True,True,True,False,,False
oracle,to_char_date,oracle,snowflake,intermediate,True,True,True,True,False,,False
oracle,row_number_pagination,oracle,postgres,intermediate,True,True,True,True,False,,False
oracle,row_number_pagination,oracle,mysql,intermediate,True,True,False,False,False,,False
oracle,row_number_pagination,oracle,tsql,intermediate,True,True,False,False,False,,False
oracle,row_number_pagination,oracle,oracle,intermediate,True,True,True,True,False,,False
oracle,row_number_pagination,oracle,snowflake,intermediate,True,True,True,True,False,,False
oracle,analytical_functions,oracle,postgres,advanced,True,True,True,True,False,,False
oracle,analytical_functions,oracle,mysql,advanced,True,True,False,False,False,,False
oracle,analytical_functions,oracle,tsql,advanced,True,True,False,False,False,,False
oracle,analytical_functions,oracle,oracle,advanced,True,True,True,True,False,,False
oracle,analytical_functions,oracle,snowflake,advanced,True,True,True,True,False,,False
oracle,pivot_unpivot,oracle,postgres,advanced,True,True,False,False,False,,False
oracle,pivot_unpivot,oracle,mysql,advanced,True,True,False,False,False,,False
oracle,pivot_unpivot,oracle,tsql,advanced,True,True,True,True,False,,False
oracle,pivot_unpivot,oracle,oracle,advanced,True,True,True,True,False,,False
oracle,pivot_unpivot,oracle,snowflake,advanced,True,True,True,True,False,,False
oracle,connect_by,oracle,postgres,dialect_specific,True,True,True,True,False,,False
oracle,connect_by,oracle,mysql,dialect_specific,True,True,True,True,False,,False
oracle,connect_by,oracle,tsql,dialect_specific,True,True,True,True,False,,False
oracle,connect_by,oracle,oracle,dialect_specific,True,True,True,True,False,,False
oracle,connect_by,oracle,snowflake,dialect_specific,True,True,True,True,False,,False
oracle,listagg,oracle,postgres,dialect_specific,True,True,True,True,False,,False
oracle,listagg,oracle,mysql,dialect_specific,True,True,False,False,False,,False
oracle,listagg,oracle,tsql,dialect_specific,True,True,False,False,False,,False
oracle,listagg,oracle,oracle,dialect_specific,True,True,True,True,False,,False
oracle,listagg,oracle,snowflake,dialect_specific,True,True,True,True,False,,False
oracle,sys_context,oracle,postgres,dialect_specific,True,True,True,True,False,,False
oracle,sys_context,oracle,mysql,dialect_specific,True,True,True,True,False,,False
oracle,sys_context,oracle,tsql,dialect_specific,True,True,True,True,False,,False
oracle,sys_context,oracle,oracle,dialect_specific,True,True,True,True,False,,False
oracle,sys_context,oracle,snowflake,dialect_specific,True,True,True,True,False,,False
snowflake,simple_select,snowflake,postgres,basic,True,True,True,True,False,,False
snowflake,simple_select,snowflake,mysql,basic,True,True,True,True,False,,False
snowflake,simple_select,snowflake,tsql,basic,True,True,True,True,False,,False
snowflake,simple_select,snowflake,oracle,basic,True,True,True,True,False,,False
snowflake,simple_select,snowflake,snowflake,basic,True,True,True,True,False,,False
snowflake,limit_offset,snowflake,postgres,basic,True,True,True,True,False,,False
snowflake,limit_offset,snowflake,mysql,basic,True,True,False,False,False,,False
snowflake,limit_offset,snowflake,tsql,basic,True,True,False,False,False,,False
snowflake,limit_offset,snowflake,oracle,basic,True,True,False,False,False,,False
snowflake,limit_offset,snowflake,snowflake,basic,True,True,True,True,False,,False
snowflake,create_table,snowflake,postgres,basic,True,True,False,False,False,,False
snowflake,create_table,snowflake,mysql,basic,True,True,True,True,False,,False
snowflake,create_table,snowflake,tsql,basic,True,True,True,True,False,,False
snowflake,create_table,snowflake,oracle,basic,True,True,True,True,False,,False
snowflake,create_table,snowflake,snowflake,basic,True,True,True,True,False,,False
snowflake,insert_values,snowflake,postgres,basic,True,True,True,True,False,,False
snowflake,insert_values,snowflake,mysql,basic,True,True,True,True,False,,False
snowflake,insert_values,snowflake,tsql,basic,True,True,True,True,False,,False
snowflake,insert_values,snowflake,oracle,basic,True,True,True,True,False,,False
snowflake,insert_values,snowflake,snowflake,basic,True,True,True,True,False,,False
snowflake,flatten_array,snowflake,postgres,intermediate,True,True,False,False,,,False
snowflake,flatten_array,snowflake,mysql,intermediate,True,True,True,True,False,,False
snowflake,flatten_array,snowflake,tsql,intermediate,True,True,False,False,False,,False
snowflake,flatten_array,snowflake,oracle,intermediate,True,True,True,True,False,,False
snowflake,flatten_array,snowflake,snowflake,intermediate,True,True,True,True,False,,False
snowflake,try_cast,snowflake,postgres,intermediate,True,True,False,False,False,,False
snowflake,try_cast,snowflake,mysql,intermediate,True,True,False,False,False,,False
snowflake,try_cast,snowflake,tsql,intermediate,True,True,True,True,False,,False
snowflake,try_cast,snowflake,oracle,intermediate,True,True,True,True,False,,False
snowflake,try_cast,snowflake,snowflake,intermediate,True,True,True,True,False,,False
snowflake,qualify_clause,snowflake,postgres,intermediate,True,True,False,False,False,,False
snowflake,qualify_clause,snowflake,mysql,intermediate,True,True,False,False,False,,False
snowflake,qualify_clause,snowflake,tsql,intermediate,True,True,False,False,False,,False
snowflake,qualify_clause,snowflake,oracle,intermediate,True,True,False,False,False,,False
snowflake,qualify_clause,snowflake,snowflake,intermediate,True,True,True,True,False,,False
snowflake,iff_function,snowflake,postgres,intermediate,True,True,False,False,False,,False
snowflake,iff_function,snowflake,mysql,intermediate,True,True,False,False,False,,False
snowflake,iff_function,snowflake,tsql,intermediate,True,True,True,True,False,,False
snowflake,iff_function,snowflake,oracle,intermediate,True,True,False,False,False,,False
snowflake,iff_function,snowflake,snowflake,intermediate,True,True,True,True,False,,False
snowflake,stream_processing,snowflake,postgres,advanced,True,True,True,True,False,,False
snowflake,stream_processing,snowflake,mysql,advanced,True,True,True,True,False,,False
snowflake,stream_processing,snowflake,tsql,advanced,True,True,True,True,False,,False
snowflake,stream_processing,snowflake,oracle,advanced,True,True,True,True,False,,False
snowflake,stream_processing,snowflake,snowflake,advanced,True,True,True,True,False,,False
snowflake,cte_with_window,snowflake,postgres,advanced,True,True,False,False,False,,False
snowflake,cte_with_window,snowflake,mysql,advanced,True,True,False,False,False,,False
snowflake,cte_with_window,snowflake,tsql,advanced,True,True,False,False,False,,False
snowflake,cte_with_window,snowflake,oracle,advanced,True,True,True,True,False,,False
snowflake,cte_with_window,snowflake,snowflake,advanced,True,True,True,True,False,,False
snowflake,variant_json,snowflake,postgres,dialect_specific,True,True,True,True,False,,False
snowflake,variant_json,snowflake,mysql,dialect_specific,True,True,True,True,False,,False
snowflake,variant_json,snowflake,tsql,dialect_specific,True,True,False,False,False,,False
snowflake,variant_json,snowflake,oracle,dialect_specific,True,True,True,True,False,,False
snowflake,variant_json,snowflake,snowflake,dialect_specific,True,True,True,True,False,,False
snowflake,time_travel,snowflake,postgres,dialect_specific,True,True,True,True,False,,False
snowflake,time_travel,snowflake,mysql,dialect_specific,True,True,True,True,False,,False
snowflake,time_travel,snowflake,tsql,dialect_specific,True,True,True,True,False,,False
snowflake,time_travel,snowflake,oracle,dialect_specific,True,True,True,True,False,,False
snowflake,time_travel,snowflake,snowflake,dialect_specific,True,True,True,True,False,,False
snowflake,clone_table,snowflake,postgres,dialect_specific,True,True,True,True,False,,False
snowflake,clone_table,snowflake,mysql,dialect_specific,True,True,True,True,False,,False
snowflake,clone_table,snowflake,tsql,dialect_specific,True,True,True,True,False,,False
snowflake,clone_table,snowflake,oracle,dialect_specific,True,True,True,True,False,,False
snowflake,clone_table,snowflake,snowflake,dialect_specific,True,True,True,True,False,,False
snowflake,array_construct,snowflake,postgres,dialect_specific,True,True,True,True,False,,False
snowflake,array_construct,snowflake,mysql,dialect_specific,True,True,True,True,False,,False
snowflake,array_construct,snowflake,tsql,dialect_specific,True,True,True,True,False,,False
snowflake,array_construct,snowflake,oracle,dialect_specific,True,True,True,True,False,,False
snowflake,array_construct,snowflake,snowflake,dialect_specific,True,True,True,True,False,,False
