query,src_folder,src_dialect,tgt_dialect,level,difficulty,committed_transpile_ok,committed_footprint_equiv,recomputed_footprint_equiv,relaxed_equiv,exec_equiv,note
uuid_generation,postgresql,postgres,oracle,dialect_specific,hard,True,True,True,True,,
uuid_generation,postgresql,postgres,snowflake,dialect_specific,hard,True,True,True,True,,
simple_select,mysql,mysql,postgres,basic,easy,True,True,True,True,,
simple_select,mysql,mysql,mysql,basic,easy,True,True,True,True,,
simple_select,mysql,mysql,tsql,basic,easy,True,True,True,True,,
simple_select,mysql,mysql,oracle,basic,easy,True,True,True,True,,
simple_select,mysql,mysql,snowflake,basic,easy,True,True,True,True,,
auto_increment_table,mysql,mysql,postgres,basic,easy,True,False,False,False,,
auto_increment_table,mysql,mysql,mysql,basic,easy,True,True,True,True,,
auto_increment_table,mysql,mysql,tsql,basic,easy,True,True,True,True,,
auto_increment_table,mysql,mysql,oracle,basic,easy,True,True,True,False,,
auto_increment_table,mysql,mysql,snowflake,basic,easy,True,True,True,True,,
insert_with_now,mysql,mysql,postgres,basic,easy,True,False,False,False,,
insert_with_now,mysql,mysql,mysql,basic,easy,True,True,True,True,,
insert_with_now,mysql,mysql,tsql,basic,easy,True,True,True,True,,
insert_with_now,mysql,mysql,oracle,basic,easy,True,True,True,True,,
insert_with_now,mysql,mysql,snowflake,basic,easy,True,True,True,True,,
basic_update,mysql,mysql,postgres,basic,easy,True,True,True,True,,
basic_update,mysql,mysql,mysql,basic,easy,True,True,True,True,,
basic_update,mysql,mysql,tsql,basic,easy,True,True,True,True,,
basic_update,mysql,mysql,oracle,basic,easy,True,True,True,True,,
basic_update,mysql,mysql,snowflake,basic,easy,True,True,True,True,,
limit_offset,mysql,mysql,postgres,basic,easy,True,True,True,True,,
limit_offset,mysql,mysql,mysql,basic,easy,True,True,True,True,,
limit_offset,mysql,mysql,tsql,basic,easy,True,False,False,False,,
limit_offset,mysql,mysql,oracle,basic,easy,True,False,False,False,,
limit_offset,mysql,mysql,snowflake,basic,easy,True,True,True,True,,
inner_join,mysql,mysql,postgres,basic,easy,True,True,True,True,,
inner_join,mysql,mysql,mysql,basic,easy,True,True,True,True,,
inner_join,mysql,mysql,tsql,basic,easy,True,True,True,True,,
inner_join,mysql,mysql,oracle,basic,easy,True,True,True,True,,
inner_join,mysql,mysql,snowflake,basic,easy,True,True,True,True,,
aggregate_count,mysql,mysql,postgres,basic,easy,True,True,True,True,,
aggregate_count,mysql,mysql,mysql,basic,easy,True,True,True,True,,
aggregate_count,mysql,mysql,tsql,basic,easy,True,True,True,True,,
aggregate_count,mysql,mysql,oracle,basic,easy,True,True,True,True,,
aggregate_count,mysql,mysql,snowflake,basic,easy,True,True,True,True,,
where_in,mysql,mysql,postgres,basic,easy,True,True,True,True,,
where_in,mysql,mysql,mysql,basic,easy,True,True,True,True,,
where_in,mysql,mysql,tsql,basic,easy,True,True,True,True,,
where_in,mysql,mysql,oracle,basic,easy,True,True,True,True,,
where_in,mysql,mysql,snowflake,basic,easy,True,True,True,True,,
json_extract,mysql,mysql,postgres,intermediate,medium,True,True,True,True,,
json_extract,mysql,mysql,mysql,intermediate,medium,True,True,True,True,,
json_extract,mysql,mysql,tsql,intermediate,medium,True,False,False,False,,
json_extract,mysql,mysql,oracle,intermediate,medium,True,True,True,True,,
json_extract,mysql,mysql,snowflake,intermediate,medium,True,False,False,False,,
group_concat,mysql,mysql,postgres,intermediate,medium,True,True,True,True,,
group_concat,mysql,mysql,mysql,intermediate,medium,True,True,True,True,,
group_concat,mysql,mysql,tsql,intermediate,medium,True,True,True,True,,
group_concat,mysql,mysql,oracle,intermediate,medium,True,True,True,True,,
group_concat,mysql,mysql,snowflake,intermediate,medium,True,True,True,True,,
date_format,mysql,mysql,postgres,intermediate,medium,True,False,False,False,,
date_format,mysql,mysql,mysql,intermediate,medium,True,True,True,True,,
date_format,mysql,mysql,tsql,intermediate,medium,True,False,False,False,,
date_format,mysql,mysql,oracle,intermediate,medium,True,False,False,False,,
date_format,mysql,mysql,snowflake,intermediate,medium,True,False,False,False,,
subquery_in_select,mysql,mysql,postgres,intermediate,medium,True,True,True,True,,
subquery_in_select,mysql,mysql,mysql,intermediate,medium,True,True,True,True,,
subquery_in_select,mysql,mysql,tsql,intermediate,medium,True,True,True,True,,
subquery_in_select,mysql,mysql,oracle,intermediate,medium,True,True,True,True,,
subquery_in_select,mysql,mysql,snowflake,intermediate,medium,True,True,True,True,,
left_join_with_aggregation,mysql,mysql,postgres,intermediate,medium,True,True,True,True,,
left_join_with_aggregation,mysql,mysql,mysql,intermediate,medium,True,True,True,True,,
left_join_with_aggregation,mysql,mysql,tsql,intermediate,medium,True,True,True,True,,
left_join_with_aggregation,mysql,mysql,oracle,intermediate,medium,True,True,True,True,,
left_join_with_aggregation,mysql,mysql,snowflake,intermediate,medium,True,True,True,True,,
case_when,mysql,mysql,postgres,intermediate,medium,True,True,True,True,,
case_when,mysql,mysql,mysql,intermediate,medium,True,True,True,True,,
case_when,mysql,mysql,tsql,intermediate,medium,True,True,True,True,,
case_when,mysql,mysql,oracle,intermediate,medium,True,True,True,True,,
case_when,mysql,mysql,snowflake,intermediate,medium,True,True,True,True,,
window_function_row_number,mysql,mysql,postgres,advanced,hard,True,True,True,True,,
window_function_row_number,mysql,mysql,mysql,advanced,hard,True,True,True,True,,
window_function_row_number,mysql,mysql,tsql,advanced,hard,True,True,True,True,,
window_function_row_number,mysql,mysql,oracle,advanced,hard,True,True,True,True,,
window_function_row_number,mysql,mysql,snowflake,advanced,hard,True,True,True,True,,
recursive_cte,mysql,mysql,postgres,advanced,hard,True,True,True,True,,
recursive_cte,mysql,mysql,mysql,advanced,hard,True,True,True,True,,
recursive_cte,mysql,mysql,tsql,advanced,hard,True,True,True,True,,
recursive_cte,mysql,mysql,oracle,advanced,hard,True,True,True,True,,
recursive_cte,mysql,mysql,snowflake,advanced,hard,True,True,True,True,,
complex_join_aggregation,mysql,mysql,postgres,advanced,hard,True,False,False,False,,
complex_join_aggregation,mysql,mysql,mysql,advanced,hard,True,True,True,True,,
complex_join_aggregation,mysql,mysql,tsql,advanced,hard,True,True,True,True,,
complex_join_aggregation,mysql,mysql,oracle,advanced,hard,True,True,True,True,,
complex_join_aggregation,mysql,mysql,snowflake,advanced,hard,True,False,False,False,,
fulltext_search,mysql,mysql,postgres,dialect_specific,hard,True,True,True,True,,
fulltext_search,mysql,mysql,mysql,dialect_specific,hard,True,True,True,True,,
fulltext_search,mysql,mysql,tsql,dialect_specific,hard,True,True,True,True,,
fulltext_search,mysql,mysql,oracle,dialect_specific,hard,True,True,True,True,,
fulltext_search,mysql,mysql,snowflake,dialect_specific,hard,True,True,True,True,,
on_duplicate_key,mysql,mysql,postgres,dialect_specific,hard,True,True,True,True,,
on_duplicate_key,mysql,mysql,mysql,dialect_specific,hard,True,True,True,True,,
on_duplicate_key,mysql,mysql,tsql,dialect_specific,hard,True,True,True,True,,
on_duplicate_key,mysql,mysql,oracle,dialect_specific,hard,True,True,True,True,,
on_duplicate_key,mysql,mysql,snowflake,dialect_specific,hard,True,True,True,True,,
insert_ignore,mysql,mysql,postgres,dialect_specific,hard,True,False,,False,,
insert_ignore,mysql,mysql,mysql,dialect_specific,hard,True,True,True,True,,
insert_ignore,mysql,mysql,tsql,dialect_specific,hard,True,False,,False,,
insert_ignore,mysql,mysql,oracle,dialect_specific,hard,True,False,,False,,
insert_ignore,mysql,mysql,snowflake,dialect_specific,hard,True,False,,False,,
top_select,sqlserver,tsql,postgres,basic,easy,True,True,True,True,,
top_select,sqlserver,tsql,mysql,basic,easy,True,True,True,True,,
top_select,sqlserver,tsql,tsql,basic,easy,True,True,True,True,,
top_select,sqlserver,tsql,oracle,basic,easy,True,False,False,False,,
top_select,sqlserver,tsql,snowflake,basic,easy,True,True,True,True,,
identity_column,sqlserver,tsql,postgres,basic,easy,True,True,True,True,,
identity_column,sqlserver,tsql,mysql,basic,easy,True,True,True,True,,
identity_column,sqlserver,tsql,tsql,basic,easy,True,True,True,True,,
identity_column,sqlserver,tsql,oracle,basic,easy,True,True,True,False,,
identity_column,sqlserver,tsql,snowflake,basic,easy,True,True,True,True,,
top_with_offset,sqlserver,tsql,postgres,intermediate,medium,True,True,True,True,,
top_with_offset,sqlserver,tsql,mysql,intermediate,medium,True,False,False,False,,
top_with_offset,sqlserver,tsql,tsql,intermediate,medium,True,True,True,True,,
top_with_offset,sqlserver,tsql,oracle,intermediate,medium,True,True,True,True,,
top_with_offset,sqlserver,tsql,snowflake,intermediate,medium,True,True,True,True,,
try_convert,sqlserver,tsql,postgres,intermediate,medium,True,False,False,False,,
try_convert,sqlserver,tsql,mysql,intermediate,medium,True,False,False,False,,
try_convert,sqlserver,tsql,tsql,intermediate,medium,True,True,True,True,,
try_convert,sqlserver,tsql,oracle,intermediate,medium,True,False,False,False,,
try_convert,sqlserver,tsql,snowflake,intermediate,medium,True,False,False,False,,
string_split,sqlserver,tsql,postgres,intermediate,medium,True,True,True,True,,
string_split,sqlserver,tsql,mysql,intermediate,medium,True,True,True,True,,
string_split,sqlserver,tsql,tsql,intermediate,medium,True,True,True,True,,
string_split,sqlserver,tsql,oracle,intermediate,medium,True,True,True,True,,
string_split,sqlserver,tsql,snowflake,intermediate,medium,True,True,True,True,,
format_function,sqlserver,tsql,postgres,intermediate,medium,True,True,True,True,,
format_function,sqlserver,tsql,mysql,intermediate,medium,True,False,False,False,,
format_function,sqlserver,tsql,tsql,intermediate,medium,True,True,True,True,,
format_function,sqlserver,tsql,oracle,intermediate,medium,True,False,False,False,,
format_function,sqlserver,tsql,snowflake,intermediate,medium,True,False,False,False,,
iif_function,sqlserver,tsql,postgres,intermediate,medium,True,False,False,False,,
iif_function,sqlserver,tsql,mysql,intermediate,medium,True,False,False,False,,
iif_function,sqlserver,tsql,tsql,intermediate,medium,True,True,True,True,,
iif_function,sqlserver,tsql,oracle,intermediate,medium,True,False,False,False,,
iif_function,sqlserver,tsql,snowflake,intermediate,medium,True,True,True,True,,
cte_with_ranking,sqlserver,tsql,postgres,advanced,hard,True,True,True,True,,
cte_with_ranking,sqlserver,tsql,mysql,advanced,hard,True,True,True,True,,
cte_with_ranking,sqlserver,tsql,tsql,advanced,hard,True,True,True,True,,
cte_with_ranking,sqlserver,tsql,oracle,advanced,hard,True,True,True,True,,
cte_with_ranking,sqlserver,tsql,snowflake,advanced,hard,True,True,True,True,,
pivot_table,sqlserver,tsql,postgres,advanced,hard,True,False,False,False,,
pivot_table,sqlserver,tsql,mysql,advanced,hard,True,False,False,False,,
pivot_table,sqlserver,tsql,tsql,advanced,hard,True,True,True,True,,
pivot_table,sqlserver,tsql,oracle,advanced,hard,True,True,True,True,,
pivot_table,sqlserver,tsql,snowflake,advanced,hard,True,True,True,True,,
merge_statement,sqlserver,tsql,postgres,advanced,hard,True,False,False,False,,
merge_statement,sqlserver,tsql,mysql,advanced,hard,True,True,True,True,,
merge_statement,sqlserver,tsql,tsql,advanced,hard,True,True,True,True,,
merge_statement,sqlserver,tsql,oracle,advanced,hard,True,True,True,True,,
merge_statement,sqlserver,tsql,snowflake,advanced,hard,True,True,True,True,,
xml_operations,sqlserver,tsql,postgres,dialect_specific,hard,True,True,True,True,,
xml_operations,sqlserver,tsql,mysql,dialect_specific,hard,True,True,True,True,,
xml_operations,sqlserver,tsql,tsql,dialect_specific,hard,True,True,True,True,,
xml_operations,sqlserver,tsql,oracle,dialect_specific,hard,True,True,True,True,,
xml_operations,sqlserver,tsql,snowflake,dialect_specific,hard,True,True,True,True,,
json_operations,sqlserver,tsql,postgres,dialect_specific,hard,True,True,True,True,,
json_operations,sqlserver,tsql,mysql,dialect_specific,hard,True,True,True,True,,
json_operations,sqlserver,tsql,tsql,dialect_specific,hard,True,False,True,True,,
json_operations,sqlserver,tsql,oracle,dialect_specific,hard,True,True,True,True,,
json_operations,sqlserver,tsql,snowflake,dialect_specific,hard,True,True,True,True,,
temporal_table,sqlserver,tsql,postgres,dialect_specific,hard,True,True,True,True,,
temporal_table,sqlserver,tsql,mysql,dialect_specific,hard,True,True,True,True,,
temporal_table,sqlserver,tsql,tsql,dialect_specific,hard,True,True,True,True,,
temporal_table,sqlserver,tsql,oracle,dialect_specific,hard,True,True,True,True,,
temporal_table,sqlserver,tsql,snowflake,dialect_specific,hard,True,True,True,True,,
rownum_limit,oracle,oracle,postgres,basic,easy,True,True,True,True,,
rownum_limit,oracle,oracle,mysql,basic,easy,True,False,False,False,,
rownum_limit,oracle,oracle,tsql,basic,easy,True,False,False,False,,
rownum_limit,oracle,oracle,oracle,basic,easy,True,True,True,True,,
rownum_limit,oracle,oracle,snowflake,basic,easy,True,True,True,True,,
sequence_nextval,oracle,oracle,postgres,basic,easy,True,True,True,True,,
sequence_nextval,oracle,oracle,mysql,basic,easy,True,True,True,True,,
sequence_nextval,oracle,oracle,tsql,basic,easy,True,True,True,True,,
sequence_nextval,oracle,oracle,oracle,basic,easy,True,True,True,True,,
sequence_nextval,oracle,oracle,snowflake,basic,easy,True,True,True,True,,
sysdate,oracle,oracle,postgres,basic,easy,True,True,True,True,,
sysdate,oracle,oracle,mysql,basic,easy,True,True,True,True,,
sysdate,oracle,oracle,tsql,basic,easy,True,True,True,True,,
sysdate,oracle,oracle,oracle,basic,easy,True,True,True,True,,
sysdate,oracle,oracle,snowflake,basic,easy,True,True,True,True,,
dual_table,oracle,oracle,postgres,basic,easy,True,True,True,True,,
dual_table,oracle,oracle,mysql,basic,easy,True,True,True,True,,
dual_table,oracle,oracle,tsql,basic,easy,True,True,True,True,,
dual_table,oracle,oracle,oracle,basic,easy,True,True,True,True,,
dual_table,oracle,oracle,snowflake,basic,easy,True,True,True,True,,
decode_function,oracle,oracle,postgres,intermediate,medium,True,False,False,False,,
decode_function,oracle,oracle,mysql,intermediate,medium,True,False,False,False,,
decode_function,oracle,oracle,tsql,intermediate,medium,True,False,False,False,,
decode_function,oracle,oracle,oracle,intermediate,medium,True,True,True,True,,
decode_function,oracle,oracle,snowflake,intermediate,medium,True,True,True,True,,
nvl_function,oracle,oracle,postgres,intermediate,medium,True,True,True,True,,
nvl_function,oracle,oracle,mysql,intermediate,medium,True,True,True,True,,
nvl_function,oracle,oracle,tsql,intermediate,medium,True,True,True,True,,
nvl_function,oracle,oracle,oracle,intermediate,medium,True,True,True,True,,
nvl_function,oracle,oracle,snowflake,intermediate,medium,True,True,True,True,,
to_char_date,oracle,oracle,postgres,intermediate,medium,True,False,False,False,,
to_char_date,oracle,oracle,mysql,intermediate,medium,True,False,False,False,,
to_char_date,oracle,oracle,tsql,intermediate,medium,True,False,False,False,,
to_char_date,oracle,oracle,oracle,intermediate,medium,True,True,True,True,,
to_char_date,oracle,oracle,snowflake,intermediate,medium,True,True,True,True,,
row_number_pagination,oracle,oracle,postgres,intermediate,medium,True,True,True,True,,
row_number_pagination,oracle,oracle,mysql,intermediate,medium,True,False,False,False,,
row_number_pagination,oracle,oracle,tsql,intermediate,medium,True,False,False,False,,
row_number_pagination,oracle,oracle,oracle,intermediate,medium,True,True,True,True,,
row_number_pagination,oracle,oracle,snowflake,intermediate,medium,True,True,True,True,,
analytical_functions,oracle,oracle,postgres,advanced,hard,True,True,True,True,,
analytical_functions,oracle,oracle,mysql,advanced,hard,True,False,False,False,,
analytical_functions,oracle,oracle,tsql,advanced,hard,True,False,False,False,,
analytical_functions,oracle,oracle,oracle,advanced,hard,True,True,True,True,,
analytical_functions,oracle,oracle,snowflake,advanced,hard,True,True,True,True,,
pivot_unpivot,oracle,oracle,postgres,advanced,hard,True,False,False,False,,
pivot_unpivot,oracle,oracle,mysql,advanced,hard,True,False,False,False,,
pivot_unpivot,oracle,oracle,tsql,advanced,hard,True,True,True,True,,
pivot_unpivot,oracle,oracle,oracle,advanced,hard,True,True,True,True,,
pivot_unpivot,oracle,oracle,snowflake,advanced,hard,True,True,True,True,,
connect_by,oracle,oracle,postgres,dialect_specific,hard,True,True,True,True,,
connect_by,oracle,oracle,mysql,dialect_specific,hard,True,True,True,True,,
connect_by,oracle,oracle,tsql,dialect_specific,hard,True,True,True,True,,
connect_by,oracle,oracle,oracle,dialect_specific,hard,True,True,True,True,,
connect_by,oracle,oracle,snowflake,dialect_specific,hard,True,True,True,True,,
listagg,oracle,oracle,postgres,dialect_specific,hard,True,True,True,True,,
listagg,oracle,oracle,mysql,dialect_specific,hard,True,False,False,False,,
listagg,oracle,oracle,tsql,dialect_specific,hard,True,False,False,False,,
listagg,oracle,oracle,oracle,dialect_specific,hard,True,True,True,True,,
listagg,oracle,oracle,snowflake,dialect_specific,hard,True,True,True,True,,
sys_context,oracle,oracle,postgres,dialect_specific,hard,True,True,True,True,,
sys_context,oracle,oracle,mysql,dialect_specific,hard,True,True,True,True,,
sys_context,oracle,oracle,tsql,dialect_specific,hard,True,True,True,True,,
sys_context,oracle,oracle,oracle,dialect_specific,hard,True,True,True,True,,
sys_context,oracle,oracle,snowflake,dialect_specific,hard,True,True,True,True,,
simple_select,snowflake,snowflake,postgres,basic,easy,True,True,True,True,,
simple_select,snowflake,snowflake,mysql,basic,easy,True,True,True,True,,
simple_select,snowflake,snowflake,tsql,basic,easy,True,True,True,True,,
simple_select,snowflake,snowflake,oracle,basic,easy,True,True,True,True,,
simple_select,snowflake,snowflake,snowflake,basic,easy,True,True,True,True,,
limit_offset,snowflake,snowflake,postgres,basic,easy,True,True,True,True,,
limit_offset,snowflake,snowflake,mysql,basic,easy,True,False,False,False,,
limit_offset,snowflake,snowflake,tsql,basic,easy,True,False,False,False,,
limit_offset,snowflake,snowflake,oracle,basic,easy,True,False,False,False,,
limit_offset,snowflake,snowflake,snowflake,basic,easy,True,True,True,True,,
create_table,snowflake,snowflake,postgres,basic,easy,True,False,False,False,,
create_table,snowflake,snowflake,mysql,basic,easy,True,True,True,False,,
create_table,snowflake,snowflake,tsql,basic,easy,True,True,True,False,,
create_table,snowflake,snowflake,oracle,basic,easy,True,True,True,True,,
create_table,snowflake,snowflake,snowflake,basic,easy,True,True,True,True,,
insert_values,snowflake,snowflake,postgres,basic,easy,True,True,True,True,,
insert_values,snowflake,snowflake,mysql,basic,easy,True,True,True,True,,
insert_values,snowflake,snowflake,tsql,basic,easy,True,True,True,True,,
insert_values,snowflake,snowflake,oracle,basic,easy,True,True,True,True,,
insert_values,snowflake,snowflake,snowflake,basic,easy,True,True,True,True,,
flatten_array,snowflake,snowflake,postgres,intermediate,medium,True,False,,False,,
flatten_array,snowflake,snowflake,mysql,intermediate,medium,True,True,True,False,,
flatten_array,snowflake,snowflake,tsql,intermediate,medium,True,False,False,False,,
flatten_array,snowflake,snowflake,oracle,intermediate,medium,True,True,True,False,,
flatten_array,snowflake,snowflake,snowflake,intermediate,medium,True,True,True,True,,
try_cast,snowflake,snowflake,postgres,intermediate,medium,True,False,False,False,,
try_cast,snowflake,snowflake,mysql,intermediate,medium,True,False,False,False,,
try_cast,snowflake,snowflake,tsql,intermediate,medium,True,True,True,False,,
try_cast,snowflake,snowflake,oracle,intermediate,medium,True,True,True,False,,
try_cast,snowflake,snowflake,snowflake,intermediate,medium,True,True,True,True,,
qualify_clause,snowflake,snowflake,postgres,intermediate,medium,True,False,False,False,,
qualify_clause,snowflake,snowflake,mysql,intermediate,medium,True,False,False,False,,
qualify_clause,snowflake,snowflake,tsql,intermediate,medium,True,False,False,False,,
qualify_clause,snowflake,snowflake,oracle,intermediate,medium,True,False,False,False,,
qualify_clause,snowflake,snowflake,snowflake,intermediate,medium,True,True,True,True,,
iff_function,snowflake,snowflake,postgres,intermediate,medium,True,False,False,False,,
iff_function,snowflake,snowflake,mysql,intermediate,medium,True,False,False,False,,
iff_function,snowflake,snowflake,tsql,intermediate,medium,True,True,True,True,,
iff_function,snowflake,snowflake,oracle,intermediate,medium,True,False,False,False,,
iff_function,snowflake,snowflake,snowflake,intermediate,medium,True,True,True,True,,
stream_processing,snowflake,snowflake,postgres,advanced,hard,True,True,True,False,,
stream_processing,snowflake,snowflake,mysql,advanced,hard,True,True,True,False,,
stream_processing,snowflake,snowflake,tsql,advanced,hard,True,True,True,False,,
stream_processing,snowflake,snowflake,oracle,advanced,hard,True,True,True,False,,
stream_processing,snowflake,snowflake,snowflake,advanced,hard,True,True,True,True,,
cte_with_window,snowflake,snowflake,postgres,advanced,hard,True,False,False,False,,
cte_with_window,snowflake,snowflake,mysql,advanced,hard,True,False,False,False,,
cte_with_window,snowflake,snowflake,tsql,advanced,hard,True,False,False,False,,
cte_with_window,snowflake,snowflake,oracle,advanced,hard,True,True,True,True,,
cte_with_window,snowflake,snowflake,snowflake,advanced,hard,True,True,True,True,,
variant_json,snowflake,snowflake,postgres,dialect_specific,hard,True,True,True,True,,
variant_json,snowflake,snowflake,mysql,dialect_specific,hard,True,True,True,True,,
variant_json,snowflake,snowflake,tsql,dialect_specific,hard,True,False,False,False,,
variant_json,snowflake,snowflake,oracle,dialect_specific,hard,True,True,True,True,,
variant_json,snowflake,snowflake,snowflake,dialect_specific,hard,True,True,True,True,,
time_travel,snowflake,snowflake,postgres,dialect_specific,hard,True,True,True,True,,
time_travel,snowflake,snowflake,mysql,dialect_specific,hard,True,True,True,True,,
time_travel,snowflake,snowflake,tsql,dialect_specific,hard,True,True,True,True,,
time_travel,snowflake,snowflake,oracle,dialect_specific,hard,True,True,True,True,,
time_travel,snowflake,snowflake,snowflake,dialect_specific,hard,True,True,True,True,,
clone_table,snowflake,snowflake,postgres,dialect_specific,hard,True,True,True,True,,
clone_table,snowflake,snowflake,mysql,dialect_specific,hard,True,True,True,True,,
clone_table,snowflake,snowflake,tsql,dialect_specific,hard,True,True,True,True,,
clone_table,snowflake,snowflake,oracle,dialect_specific,hard,True,True,True,True,,
clone_table,snowflake,snowflake,snowflake,dialect_specific,hard,True,True,True,True,,
array_construct,snowflake,snowflake,postgres,dialect_specific,hard,True,True,True,True,,
array_construct,snowflake,snowflake,mysql,dialect_specific,hard,True,True,True,True,,
array_construct,snowflake,snowflake,tsql,dialect_specific,hard,True,True,True,True,,
array_construct,snowflake,snowflake,oracle,dialect_specific,hard,True,True,True,True,,
array_construct,snowflake,snowflake,snowflake,dialect_specific,hard,True,True,True,True,,
